,산업에너지소비량,지연전류무효전력량,선행전류무효전력량,CO2배출량,지연전류량,선행전류량,부하량구분,측정일
22901,58.68,34.67,0.0,0.03,86.1,100.0,Maximum_Load,2024-08-26 13:30:00
22902,46.76,22.28,0.0,0.02,90.28,100.0,Maximum_Load,2024-08-26 13:45:00
22903,41.76,16.34,0.0,0.02,93.12,100.0,Maximum_Load,2024-08-26 14:00:00
22904,52.42,27.76,0.0,0.02,88.37,100.0,Maximum_Load,2024-08-26 14:15:00
22905,68.65,46.12,0.0,0.03,83.01,100.0,Maximum_Load,2024-08-26 14:30:00
22906,45.79,21.82,0.0,0.02,90.27,100.0,Maximum_Load,2024-08-26 14:45:00
22907,67.79,38.84,0.0,0.03,86.77,100.0,Maximum_Load,2024-08-26 15:00:00
22908,43.88,22.61,0.0,0.02,88.89,100.0,Maximum_Load,2024-08-26 15:15:00
22909,45.9,24.41,0.0,0.02,88.29,100.0,Maximum_Load,2024-08-26 15:30:00
22910,50.51,28.33,0.0,0.02,87.22,100.0,Maximum_Load,2024-08-26 15:45:00
22911,49.5,27.0,0.0,0.02,87.79,100.0,Maximum_Load,2024-08-26 16:00:00
22912,52.02,28.94,0.0,0.02,87.39,100.0,Maximum_Load,2024-08-26 16:15:00
22913,63.22,37.44,0.0,0.03,86.04,100.0,Maximum_Load,2024-08-26 16:30:00
22914,44.42,17.93,0.0,0.02,92.73,100.0,Maximum_Load,2024-08-26 16:45:00
22915,63.4,37.73,0.0,0.03,85.93,100.0,Maximum_Load,2024-08-26 17:00:00
22916,51.73,28.73,0.0,0.02,87.42,100.0,Medium_Load,2024-08-26 17:15:00
22917,49.97,28.84,0.0,0.02,86.61,100.0,Medium_Load,2024-08-26 17:30:00
22918,46.58,26.53,0.0,0.02,86.89,100.0,Medium_Load,2024-08-26 17:45:00
22919,29.95,5.51,2.84,0.01,98.35,99.55,Medium_Load,2024-08-26 18:00:00
22920,5.54,0.0,9.07,0.0,100.0,52.13,Medium_Load,2024-08-26 18:15:00
22921,3.6,0.0,4.82,0.0,100.0,59.84,Medium_Load,2024-08-26 18:30:00
22922,3.38,0.0,10.12,0.0,100.0,31.68,Medium_Load,2024-08-26 18:45:00
22923,3.42,0.0,16.09,0.0,100.0,20.79,Medium_Load,2024-08-26 19:00:00
22924,3.42,0.0,17.14,0.0,100.0,19.57,Medium_Load,2024-08-26 19:15:00
22925,3.46,0.0,16.45,0.0,100.0,20.58,Medium_Load,2024-08-26 19:30:00
22926,3.46,0.0,16.63,0.0,100.0,20.37,Medium_Load,2024-08-26 19:45:00
22927,3.35,0.0,16.2,0.0,100.0,20.25,Medium_Load,2024-08-26 20:00:00
22928,3.38,0.0,14.22,0.0,100.0,23.13,Medium_Load,2024-08-26 20:15:00
22929,3.42,0.0,14.62,0.0,100.0,22.78,Medium_Load,2024-08-26 20:30:00
22930,2.88,0.0,13.61,0.0,100.0,20.7,Medium_Load,2024-08-26 20:45:00
22931,2.84,0.0,13.75,0.0,100.0,20.23,Medium_Load,2024-08-26 21:00:00
22932,2.88,0.0,13.68,0.0,100.0,20.6,Medium_Load,2024-08-26 21:15:00
22933,2.81,0.0,13.72,0.0,100.0,20.06,Medium_Load,2024-08-26 21:30:00
22934,2.84,0.0,13.68,0.0,100.0,20.33,Medium_Load,2024-08-26 21:45:00
22935,2.77,0.0,13.07,0.0,100.0,20.73,Medium_Load,2024-08-26 22:00:00
22936,2.7,1.08,3.17,0.0,92.85,64.84,Medium_Load,2024-08-26 22:15:00
22937,2.66,4.86,0.0,0.0,48.01,100.0,Medium_Load,2024-08-26 22:30:00
22938,2.7,4.82,0.0,0.0,48.87,100.0,Medium_Load,2024-08-26 22:45:00
22939,2.63,4.86,0.0,0.0,47.59,100.0,Medium_Load,2024-08-26 23:00:00
22940,2.59,4.32,0.0,0.0,51.42,100.0,Light_Load,2024-08-26 23:15:00
22941,2.66,4.14,0.0,0.0,54.06,100.0,Light_Load,2024-08-26 23:30:00
22942,3.13,4.75,0.0,0.0,55.02,100.0,Light_Load,2024-08-26 23:45:00
22943,2.66,4.21,0.0,0.0,53.41,100.0,Light_Load,2024-08-26 00:00:00
22944,2.59,4.18,0.0,0.0,52.67,100.0,Light_Load,2024-08-27 00:15:00
22945,2.56,4.25,0.0,0.0,51.6,100.0,Light_Load,2024-08-27 00:30:00
22946,2.59,4.28,0.0,0.0,51.77,100.0,Light_Load,2024-08-27 00:45:00
22947,2.59,4.43,0.0,0.0,50.47,100.0,Light_Load,2024-08-27 01:00:00
22948,2.56,4.1,0.0,0.0,52.96,100.0,Light_Load,2024-08-27 01:15:00
22949,2.74,4.03,0.0,0.0,56.23,100.0,Light_Load,2024-08-27 01:30:00
22950,3.06,4.0,0.0,0.0,60.76,100.0,Light_Load,2024-08-27 01:45:00
22951,2.59,4.21,0.0,0.0,52.4,100.0,Light_Load,2024-08-27 02:00:00
22952,2.59,4.28,0.0,0.0,51.77,100.0,Light_Load,2024-08-27 02:15:00
22953,2.56,4.1,0.0,0.0,52.96,100.0,Light_Load,2024-08-27 02:30:00
22954,2.59,4.18,0.0,0.0,52.67,100.0,Light_Load,2024-08-27 02:45:00
22955,2.59,4.25,0.0,0.0,52.04,100.0,Light_Load,2024-08-27 03:00:00
22956,2.59,4.07,0.0,0.0,53.69,100.0,Light_Load,2024-08-27 03:15:00
22957,2.52,4.0,0.0,0.0,53.3,100.0,Light_Load,2024-08-27 03:30:00
22958,2.52,4.03,0.0,0.0,53.02,100.0,Light_Load,2024-08-27 03:45:00
22959,2.56,4.0,0.0,0.0,53.91,100.0,Light_Load,2024-08-27 04:00:00
22960,2.56,4.1,0.0,0.0,52.96,100.0,Light_Load,2024-08-27 04:15:00
22961,2.52,4.1,0.0,0.0,52.36,100.0,Light_Load,2024-08-27 04:30:00
22962,2.63,4.07,0.0,0.0,54.27,100.0,Light_Load,2024-08-27 04:45:00
22963,3.17,4.82,0.0,0.0,54.95,100.0,Light_Load,2024-08-27 05:00:00
22964,3.06,4.72,0.0,0.0,54.4,100.0,Light_Load,2024-08-27 05:15:00
22965,2.52,4.28,0.0,0.0,50.74,100.0,Light_Load,2024-08-27 05:30:00
22966,2.52,4.32,0.0,0.0,50.39,100.0,Light_Load,2024-08-27 05:45:00
22967,3.06,4.21,0.0,0.0,58.79,100.0,Light_Load,2024-08-27 06:00:00
22968,2.56,4.28,0.0,0.0,51.33,100.0,Light_Load,2024-08-27 06:15:00
22969,2.56,4.32,0.0,0.0,50.98,100.0,Light_Load,2024-08-27 06:30:00
22970,2.52,4.28,0.0,0.0,50.74,100.0,Light_Load,2024-08-27 06:45:00
22971,2.59,4.43,0.0,0.0,50.47,100.0,Light_Load,2024-08-27 07:00:00
22972,2.52,4.36,0.0,0.0,50.04,100.0,Light_Load,2024-08-27 07:15:00
22973,2.95,4.25,0.0,0.0,57.02,100.0,Light_Load,2024-08-27 07:30:00
22974,3.31,4.32,0.0,0.0,60.82,100.0,Light_Load,2024-08-27 07:45:00
22975,3.67,4.25,0.0,0.0,65.36,100.0,Light_Load,2024-08-27 08:00:00
22976,31.72,30.35,0.0,0.01,72.25,100.0,Light_Load,2024-08-27 08:15:00
22977,49.18,48.31,0.0,0.02,71.34,100.0,Light_Load,2024-08-27 08:30:00
22978,53.24,50.0,0.0,0.02,72.89,100.0,Light_Load,2024-08-27 08:45:00
22979,45.9,24.7,0.0,0.02,88.06,100.0,Light_Load,2024-08-27 09:00:00
22980,52.06,27.9,0.0,0.02,88.14,100.0,Medium_Load,2024-08-27 09:15:00
22981,60.7,37.94,0.0,0.03,84.8,100.0,Medium_Load,2024-08-27 09:30:00
22982,66.74,40.21,0.0,0.03,85.66,100.0,Medium_Load,2024-08-27 09:45:00
22983,62.86,37.66,0.0,0.03,85.78,100.0,Medium_Load,2024-08-27 10:00:00
22984,50.15,26.68,0.0,0.02,88.28,100.0,Maximum_Load,2024-08-27 10:15:00
22985,59.08,32.94,0.0,0.03,87.34,100.0,Maximum_Load,2024-08-27 10:30:00
22986,50.4,28.62,0.0,0.02,86.96,100.0,Maximum_Load,2024-08-27 10:45:00
22987,60.91,37.26,0.0,0.03,85.3,100.0,Maximum_Load,2024-08-27 11:00:00
22988,61.09,43.09,0.0,0.03,81.72,100.0,Maximum_Load,2024-08-27 11:15:00
22989,59.9,43.02,0.0,0.03,81.22,100.0,Maximum_Load,2024-08-27 11:30:00
22990,55.98,42.12,0.0,0.03,79.91,100.0,Maximum_Load,2024-08-27 11:45:00
22991,40.72,27.9,0.29,0.02,82.49,100.0,Maximum_Load,2024-08-27 12:00:00
22992,5.0,0.0,13.39,0.0,100.0,34.98,Medium_Load,2024-08-27 12:15:00
22993,4.32,0.0,13.64,0.0,100.0,30.19,Medium_Load,2024-08-27 12:30:00
22994,4.39,0.0,13.32,0.0,100.0,31.3,Medium_Load,2024-08-27 12:45:00
22995,4.28,0.0,13.46,0.0,100.0,30.3,Medium_Load,2024-08-27 13:00:00
22996,29.02,10.04,3.85,0.01,94.5,99.13,Maximum_Load,2024-08-27 13:15:00
22997,53.32,28.15,0.0,0.02,88.43,100.0,Maximum_Load,2024-08-27 13:30:00
22998,58.0,32.26,0.0,0.03,87.39,100.0,Maximum_Load,2024-08-27 13:45:00
22999,49.54,26.5,0.0,0.02,88.18,100.0,Maximum_Load,2024-08-27 14:00:00
23000,51.16,25.34,0.0,0.02,89.61,100.0,Maximum_Load,2024-08-27 14:15:00
23001,50.4,25.49,0.0,0.02,89.24,100.0,Maximum_Load,2024-08-27 14:30:00
23002,41.69,17.53,0.0,0.02,92.18,100.0,Maximum_Load,2024-08-27 14:45:00
23003,50.18,25.38,0.0,0.02,89.24,100.0,Maximum_Load,2024-08-27 15:00:00
23004,45.61,22.07,0.0,0.02,90.02,100.0,Maximum_Load,2024-08-27 15:15:00
23005,42.7,20.56,0.0,0.02,90.1,100.0,Maximum_Load,2024-08-27 15:30:00
23006,47.41,24.26,0.0,0.02,89.02,100.0,Maximum_Load,2024-08-27 15:45:00
23007,48.06,24.05,0.0,0.02,89.43,100.0,Maximum_Load,2024-08-27 16:00:00
23008,49.97,25.16,0.0,0.02,89.32,100.0,Maximum_Load,2024-08-27 16:15:00
23009,44.78,22.39,0.0,0.02,89.44,100.0,Maximum_Load,2024-08-27 16:30:00
23010,35.93,10.66,0.04,0.02,95.87,100.0,Maximum_Load,2024-08-27 16:45:00
23011,40.07,15.95,0.0,0.02,92.91,100.0,Maximum_Load,2024-08-27 17:00:00
23012,40.39,13.25,0.0,0.02,95.02,100.0,Medium_Load,2024-08-27 17:15:00
23013,40.61,13.97,0.11,0.02,94.56,100.0,Medium_Load,2024-08-27 17:30:00
23014,30.31,0.65,2.84,0.01,99.98,99.56,Medium_Load,2024-08-27 17:45:00
23015,30.53,0.4,2.84,0.01,99.99,99.57,Medium_Load,2024-08-27 18:00:00
23016,34.49,14.54,0.58,0.02,92.15,99.99,Medium_Load,2024-08-27 18:15:00
23017,39.24,25.31,0.0,0.02,84.04,100.0,Medium_Load,2024-08-27 18:30:00
23018,33.95,15.23,0.0,0.02,91.24,100.0,Medium_Load,2024-08-27 18:45:00
23019,32.94,9.61,0.0,0.02,96.0,100.0,Medium_Load,2024-08-27 19:00:00
23020,38.2,14.47,0.0,0.02,93.52,100.0,Medium_Load,2024-08-27 19:15:00
23021,39.35,13.39,0.0,0.02,94.67,100.0,Medium_Load,2024-08-27 19:30:00
23022,41.22,17.35,0.0,0.02,92.17,100.0,Medium_Load,2024-08-27 19:45:00
23023,42.62,20.81,0.0,0.02,89.86,100.0,Medium_Load,2024-08-27 20:00:00
23024,49.64,25.81,0.0,0.02,88.72,100.0,Medium_Load,2024-08-27 20:15:00
23025,60.16,33.26,0.0,0.03,87.52,100.0,Medium_Load,2024-08-27 20:30:00
23026,46.62,16.67,0.0,0.02,94.16,100.0,Medium_Load,2024-08-27 20:45:00
23027,28.01,7.13,6.16,0.01,96.91,97.67,Medium_Load,2024-08-27 21:00:00
23028,4.36,0.0,18.36,0.0,100.0,23.1,Medium_Load,2024-08-27 21:15:00
23029,3.82,0.0,15.37,0.0,100.0,24.12,Medium_Load,2024-08-27 21:30:00
23030,3.64,0.0,14.58,0.0,100.0,24.22,Medium_Load,2024-08-27 21:45:00
23031,3.6,0.0,13.97,0.0,100.0,24.95,Medium_Load,2024-08-27 22:00:00
23032,3.42,0.97,3.31,0.0,96.21,71.86,Medium_Load,2024-08-27 22:15:00
23033,3.53,4.82,0.0,0.0,59.09,100.0,Medium_Load,2024-08-27 22:30:00
23034,3.42,4.86,0.0,0.0,57.55,100.0,Medium_Load,2024-08-27 22:45:00
23035,3.13,4.9,0.0,0.0,53.83,100.0,Medium_Load,2024-08-27 23:00:00
23036,2.77,4.79,0.0,0.0,50.06,100.0,Light_Load,2024-08-27 23:15:00
23037,2.74,4.57,0.0,0.0,51.42,100.0,Light_Load,2024-08-27 23:30:00
23038,2.92,4.68,0.0,0.0,52.93,100.0,Light_Load,2024-08-27 23:45:00
23039,3.42,5.08,0.0,0.0,55.85,100.0,Light_Load,2024-08-27 00:00:00
23040,2.74,4.72,0.0,0.0,50.2,100.0,Light_Load,2024-08-28 00:15:00
23041,2.81,4.9,0.0,0.0,49.75,100.0,Light_Load,2024-08-28 00:30:00
23042,2.77,4.64,0.0,0.0,51.26,100.0,Light_Load,2024-08-28 00:45:00
23043,2.77,4.68,0.0,0.0,50.93,100.0,Light_Load,2024-08-28 01:00:00
23044,2.7,4.5,0.0,0.0,51.45,100.0,Light_Load,2024-08-28 01:15:00
23045,2.77,4.43,0.0,0.0,53.02,100.0,Light_Load,2024-08-28 01:30:00
23046,2.7,4.32,0.0,0.0,53.0,100.0,Light_Load,2024-08-28 01:45:00
23047,2.7,4.28,0.0,0.0,53.35,100.0,Light_Load,2024-08-28 02:00:00
23048,2.7,4.54,0.0,0.0,51.12,100.0,Light_Load,2024-08-28 02:15:00
23049,2.77,4.72,0.0,0.0,50.61,100.0,Light_Load,2024-08-28 02:30:00
23050,2.77,4.64,0.0,0.0,51.26,100.0,Light_Load,2024-08-28 02:45:00
23051,2.77,4.43,0.0,0.0,53.02,100.0,Light_Load,2024-08-28 03:00:00
23052,2.7,4.46,0.0,0.0,51.79,100.0,Light_Load,2024-08-28 03:15:00
23053,2.74,4.5,0.0,0.0,52.01,100.0,Light_Load,2024-08-28 03:30:00
23054,2.74,4.61,0.0,0.0,51.09,100.0,Light_Load,2024-08-28 03:45:00
23055,2.95,4.61,0.0,0.0,53.9,100.0,Light_Load,2024-08-28 04:00:00
23056,3.38,4.64,0.0,0.0,58.88,100.0,Light_Load,2024-08-28 04:15:00
23057,2.88,4.79,0.0,0.0,51.53,100.0,Light_Load,2024-08-28 04:30:00
23058,2.7,4.57,0.0,0.0,50.87,100.0,Light_Load,2024-08-28 04:45:00
23059,2.77,4.57,0.0,0.0,51.83,100.0,Light_Load,2024-08-28 05:00:00
23060,2.77,4.75,0.0,0.0,50.38,100.0,Light_Load,2024-08-28 05:15:00
23061,3.2,5.0,0.0,0.0,53.91,100.0,Light_Load,2024-08-28 05:30:00
23062,2.99,5.04,0.0,0.0,51.02,100.0,Light_Load,2024-08-28 05:45:00
23063,2.74,4.86,0.0,0.0,49.11,100.0,Light_Load,2024-08-28 06:00:00
23064,2.77,4.93,0.0,0.0,48.98,100.0,Light_Load,2024-08-28 06:15:00
23065,2.74,4.97,0.0,0.0,48.28,100.0,Light_Load,2024-08-28 06:30:00
23066,2.7,4.79,0.0,0.0,49.1,100.0,Light_Load,2024-08-28 06:45:00
23067,2.66,4.57,0.0,0.0,50.3,100.0,Light_Load,2024-08-28 07:00:00
23068,2.7,4.75,0.0,0.0,49.42,100.0,Light_Load,2024-08-28 07:15:00
23069,3.24,4.9,0.0,0.0,55.16,100.0,Light_Load,2024-08-28 07:30:00
23070,3.78,4.75,0.0,0.0,62.27,100.0,Light_Load,2024-08-28 07:45:00
23071,3.46,4.36,0.0,0.0,62.16,100.0,Light_Load,2024-08-28 08:00:00
23072,34.31,33.44,0.0,0.02,71.61,100.0,Light_Load,2024-08-28 08:15:00
23073,55.66,54.76,0.0,0.03,71.28,100.0,Light_Load,2024-08-28 08:30:00
23074,55.08,57.28,0.0,0.03,69.31,100.0,Light_Load,2024-08-28 08:45:00
23075,60.95,37.66,0.0,0.03,85.07,100.0,Light_Load,2024-08-28 09:00:00
23076,56.84,31.25,0.0,0.03,87.63,100.0,Medium_Load,2024-08-28 09:15:00
23077,50.15,27.97,0.0,0.02,87.34,100.0,Medium_Load,2024-08-28 09:30:00
23078,48.46,23.58,0.0,0.02,89.92,100.0,Medium_Load,2024-08-28 09:45:00
23079,43.27,18.58,0.0,0.02,91.89,100.0,Medium_Load,2024-08-28 10:00:00
23080,34.88,9.72,0.0,0.02,96.33,100.0,Maximum_Load,2024-08-28 10:15:00
23081,37.08,12.17,0.0,0.02,95.01,100.0,Maximum_Load,2024-08-28 10:30:00
23082,45.72,22.0,0.0,0.02,90.11,100.0,Maximum_Load,2024-08-28 10:45:00
23083,44.82,21.06,0.0,0.02,90.51,100.0,Maximum_Load,2024-08-28 11:00:00
23084,58.1,43.49,0.0,0.03,80.06,100.0,Maximum_Load,2024-08-28 11:15:00
23085,59.29,45.61,0.0,0.03,79.26,100.0,Maximum_Load,2024-08-28 11:30:00
23086,52.78,37.44,0.0,0.02,81.56,100.0,Maximum_Load,2024-08-28 11:45:00
23087,48.64,35.35,0.18,0.02,80.89,100.0,Maximum_Load,2024-08-28 12:00:00
23088,4.79,0.0,11.05,0.0,100.0,39.77,Medium_Load,2024-08-28 12:15:00
23089,5.87,0.0,19.12,0.0,100.0,29.35,Medium_Load,2024-08-28 12:30:00
23090,5.9,0.0,17.96,0.0,100.0,31.21,Medium_Load,2024-08-28 12:45:00
23091,6.26,0.0,18.22,0.0,100.0,32.49,Medium_Load,2024-08-28 13:00:00
23092,32.9,15.59,6.12,0.02,90.37,98.31,Maximum_Load,2024-08-28 13:15:00
23093,60.77,35.06,0.0,0.03,86.62,100.0,Maximum_Load,2024-08-28 13:30:00
23094,50.4,22.86,0.0,0.02,91.07,100.0,Maximum_Load,2024-08-28 13:45:00
23095,41.72,20.66,0.0,0.02,89.61,100.0,Maximum_Load,2024-08-28 14:00:00
23096,49.46,26.32,0.0,0.02,88.28,100.0,Maximum_Load,2024-08-28 14:15:00
23097,56.2,32.04,0.0,0.03,86.87,100.0,Maximum_Load,2024-08-28 14:30:00
23098,38.99,17.28,0.0,0.02,91.42,100.0,Maximum_Load,2024-08-28 14:45:00
23099,38.84,18.65,0.0,0.02,90.15,100.0,Maximum_Load,2024-08-28 15:00:00
23100,53.28,31.14,0.0,0.02,86.34,100.0,Maximum_Load,2024-08-28 15:15:00
23101,44.96,22.93,0.0,0.02,89.08,100.0,Maximum_Load,2024-08-28 15:30:00
23102,56.2,31.32,0.0,0.03,87.35,100.0,Maximum_Load,2024-08-28 15:45:00
23103,55.73,31.68,0.0,0.03,86.94,100.0,Maximum_Load,2024-08-28 16:00:00
23104,58.03,33.05,0.0,0.03,86.9,100.0,Maximum_Load,2024-08-28 16:15:00
23105,54.47,28.3,0.0,0.02,88.74,100.0,Maximum_Load,2024-08-28 16:30:00
23106,52.96,27.47,0.0,0.02,88.77,100.0,Maximum_Load,2024-08-28 16:45:00
23107,52.88,29.09,0.0,0.02,87.62,100.0,Maximum_Load,2024-08-28 17:00:00
23108,53.64,29.84,0.0,0.02,87.39,100.0,Medium_Load,2024-08-28 17:15:00
23109,44.6,24.08,0.0,0.02,87.99,100.0,Medium_Load,2024-08-28 17:30:00
23110,29.02,1.26,2.05,0.01,99.91,99.75,Medium_Load,2024-08-28 17:45:00
23111,29.41,0.76,2.27,0.01,99.97,99.7,Medium_Load,2024-08-28 18:00:00
23112,36.18,19.58,0.43,0.02,87.95,99.99,Medium_Load,2024-08-28 18:15:00
23113,54.54,46.51,0.0,0.03,76.09,100.0,Medium_Load,2024-08-28 18:30:00
23114,56.16,40.64,0.0,0.03,81.01,100.0,Medium_Load,2024-08-28 18:45:00
23115,40.68,22.39,0.0,0.02,87.61,100.0,Medium_Load,2024-08-28 19:00:00
23116,43.06,23.29,0.0,0.02,87.96,100.0,Medium_Load,2024-08-28 19:15:00
23117,63.76,42.7,0.0,0.03,83.09,100.0,Medium_Load,2024-08-28 19:30:00
23118,41.47,23.33,0.0,0.02,87.15,100.0,Medium_Load,2024-08-28 19:45:00
23119,45.25,27.61,0.0,0.02,85.36,100.0,Medium_Load,2024-08-28 20:00:00
23120,46.98,19.51,0.0,0.02,92.35,100.0,Medium_Load,2024-08-28 20:15:00
23121,43.67,14.72,0.0,0.02,94.76,100.0,Medium_Load,2024-08-28 20:30:00
23122,43.31,18.65,0.0,0.02,91.85,100.0,Medium_Load,2024-08-28 20:45:00
23123,14.22,2.3,10.55,0.01,98.72,80.31,Medium_Load,2024-08-28 21:00:00
23124,6.3,0.0,14.94,0.0,100.0,38.86,Medium_Load,2024-08-28 21:15:00
23125,3.92,0.0,13.57,0.0,100.0,27.75,Medium_Load,2024-08-28 21:30:00
23126,3.82,0.0,13.43,0.0,100.0,27.36,Medium_Load,2024-08-28 21:45:00
23127,3.74,0.0,12.78,0.0,100.0,28.09,Medium_Load,2024-08-28 22:00:00
23128,3.6,1.01,2.95,0.0,96.28,77.35,Medium_Load,2024-08-28 22:15:00
23129,3.35,5.08,0.0,0.0,55.05,100.0,Medium_Load,2024-08-28 22:30:00
23130,3.53,5.29,0.0,0.0,55.51,100.0,Medium_Load,2024-08-28 22:45:00
23131,3.06,4.93,0.0,0.0,52.74,100.0,Medium_Load,2024-08-28 23:00:00
23132,2.92,4.72,0.0,0.0,52.61,100.0,Light_Load,2024-08-28 23:15:00
23133,2.88,4.5,0.0,0.0,53.91,100.0,Light_Load,2024-08-28 23:30:00
23134,2.84,4.46,0.0,0.0,53.71,100.0,Light_Load,2024-08-28 23:45:00
23135,2.88,4.46,0.0,0.0,54.25,100.0,Light_Load,2024-08-28 00:00:00
23136,2.88,4.61,0.0,0.0,52.98,100.0,Light_Load,2024-08-29 00:15:00
23137,2.92,4.72,0.0,0.0,52.61,100.0,Light_Load,2024-08-29 00:30:00
23138,2.95,4.79,0.0,0.0,52.44,100.0,Light_Load,2024-08-29 00:45:00
23139,2.99,4.82,0.0,0.0,52.71,100.0,Light_Load,2024-08-29 01:00:00
23140,2.92,4.93,0.0,0.0,50.96,100.0,Light_Load,2024-08-29 01:15:00
23141,2.66,4.79,0.0,0.0,48.55,100.0,Light_Load,2024-08-29 01:30:00
23142,2.63,4.61,0.0,0.0,49.55,100.0,Light_Load,2024-08-29 01:45:00
23143,2.66,4.68,0.0,0.0,49.41,100.0,Light_Load,2024-08-29 02:00:00
23144,2.66,4.82,0.0,0.0,48.32,100.0,Light_Load,2024-08-29 02:15:00
23145,2.66,4.93,0.0,0.0,47.48,100.0,Light_Load,2024-08-29 02:30:00
23146,2.66,4.93,0.0,0.0,47.48,100.0,Light_Load,2024-08-29 02:45:00
23147,2.77,4.72,0.0,0.0,50.61,100.0,Light_Load,2024-08-29 03:00:00
23148,3.13,4.64,0.0,0.0,55.92,100.0,Light_Load,2024-08-29 03:15:00
23149,2.66,4.9,0.0,0.0,47.71,100.0,Light_Load,2024-08-29 03:30:00
23150,2.66,4.9,0.0,0.0,47.71,100.0,Light_Load,2024-08-29 03:45:00
23151,2.7,5.11,0.0,0.0,46.72,100.0,Light_Load,2024-08-29 04:00:00
23152,3.17,5.72,0.0,0.0,48.47,100.0,Light_Load,2024-08-29 04:15:00
23153,2.66,4.75,0.0,0.0,48.86,100.0,Light_Load,2024-08-29 04:30:00
23154,2.63,4.86,0.0,0.0,47.59,100.0,Light_Load,2024-08-29 04:45:00
23155,2.59,4.9,0.0,0.0,46.73,100.0,Light_Load,2024-08-29 05:00:00
23156,2.66,5.08,0.0,0.0,46.39,100.0,Light_Load,2024-08-29 05:15:00
23157,2.59,5.11,0.0,0.0,45.21,100.0,Light_Load,2024-08-29 05:30:00
23158,2.52,4.86,0.0,0.0,46.03,100.0,Light_Load,2024-08-29 05:45:00
23159,2.52,4.82,0.0,0.0,46.33,100.0,Light_Load,2024-08-29 06:00:00
23160,2.52,4.64,0.0,0.0,47.73,100.0,Light_Load,2024-08-29 06:15:00
23161,2.59,4.75,0.0,0.0,47.87,100.0,Light_Load,2024-08-29 06:30:00
23162,2.59,4.68,0.0,0.0,48.42,100.0,Light_Load,2024-08-29 06:45:00
23163,2.48,4.54,0.0,0.0,47.94,100.0,Light_Load,2024-08-29 07:00:00
23164,2.84,4.39,0.0,0.0,54.32,100.0,Light_Load,2024-08-29 07:15:00
23165,3.71,5.15,0.0,0.0,58.45,100.0,Light_Load,2024-08-29 07:30:00
23166,3.85,4.72,0.0,0.0,63.21,100.0,Light_Load,2024-08-29 07:45:00
23167,3.71,4.64,0.0,0.0,62.45,100.0,Light_Load,2024-08-29 08:00:00
23168,30.96,30.67,0.0,0.01,71.04,100.0,Light_Load,2024-08-29 08:15:00
23169,50.8,53.46,0.0,0.02,68.88,100.0,Light_Load,2024-08-29 08:30:00
23170,47.3,50.87,0.0,0.02,68.09,100.0,Light_Load,2024-08-29 08:45:00
23171,53.96,33.52,0.0,0.02,84.94,100.0,Light_Load,2024-08-29 09:00:00
23172,56.74,33.44,0.0,0.03,86.15,100.0,Medium_Load,2024-08-29 09:15:00
23173,53.6,35.32,0.0,0.02,83.5,100.0,Medium_Load,2024-08-29 09:30:00
23174,42.23,20.34,0.0,0.02,90.09,100.0,Medium_Load,2024-08-29 09:45:00
23175,43.13,22.25,0.0,0.02,88.87,100.0,Medium_Load,2024-08-29 10:00:00
23176,42.66,20.63,0.0,0.02,90.03,100.0,Maximum_Load,2024-08-29 10:15:00
23177,51.62,28.04,0.0,0.02,87.87,100.0,Maximum_Load,2024-08-29 10:30:00
23178,48.17,23.62,0.0,0.02,89.79,100.0,Maximum_Load,2024-08-29 10:45:00
23179,48.35,25.99,0.0,0.02,88.08,100.0,Maximum_Load,2024-08-29 11:00:00
23180,42.84,29.74,0.0,0.02,82.15,100.0,Maximum_Load,2024-08-29 11:15:00
23181,68.87,57.46,0.0,0.03,76.78,100.0,Maximum_Load,2024-08-29 11:30:00
23182,46.55,39.31,0.0,0.02,76.4,100.0,Maximum_Load,2024-08-29 11:45:00
23183,43.34,35.86,0.0,0.02,77.05,100.0,Maximum_Load,2024-08-29 12:00:00
23184,6.16,1.4,7.96,0.0,97.51,61.2,Medium_Load,2024-08-29 12:15:00
23185,4.97,0.0,15.05,0.0,100.0,31.36,Medium_Load,2024-08-29 12:30:00
23186,5.47,0.0,17.82,0.0,100.0,29.34,Medium_Load,2024-08-29 12:45:00
23187,5.33,0.0,17.93,0.0,100.0,28.49,Medium_Load,2024-08-29 13:00:00
23188,27.76,10.08,5.29,0.01,94.0,98.23,Maximum_Load,2024-08-29 13:15:00
23189,47.23,30.24,0.0,0.02,84.22,100.0,Maximum_Load,2024-08-29 13:30:00
23190,58.03,39.49,0.0,0.03,82.67,100.0,Maximum_Load,2024-08-29 13:45:00
23191,50.33,32.72,0.0,0.02,83.84,100.0,Maximum_Load,2024-08-29 14:00:00
23192,68.65,46.62,0.0,0.03,82.73,100.0,Maximum_Load,2024-08-29 14:15:00
23193,52.13,29.84,0.0,0.02,86.79,100.0,Maximum_Load,2024-08-29 14:30:00
23194,59.18,31.18,0.0,0.03,88.47,100.0,Maximum_Load,2024-08-29 14:45:00
23195,49.14,20.3,0.0,0.02,92.42,100.0,Maximum_Load,2024-08-29 15:00:00
23196,57.24,23.54,0.0,0.03,92.48,100.0,Maximum_Load,2024-08-29 15:15:00
23197,54.94,27.65,0.0,0.03,89.33,100.0,Maximum_Load,2024-08-29 15:30:00
