,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),측정시간
4019,23.6,,0.7,70.0,63.0,18.3,16.1,1000.8,1010.5,0.0,0.93,,,9.0,Cs,,523,28.3,24.1,22.8,22.4,22.4,2023-12-08 11:00:00
4020,24.8,,0.9,160.0,56.0,17.5,15.4,1000.6,1010.4,0.2,1.57,,,8.0,Ci,,530,31.1,25.6,23.3,22.5,22.3,2023-12-08 12:00:00
4021,25.7,,1.1,140.0,52.0,17.0,15.0,999.7,1009.4,0.1,1.81,,,8.0,Ci,,639,33.0,26.9,23.9,22.6,22.3,2023-12-08 13:00:00
4022,26.8,,1.6,250.0,44.0,15.5,13.5,999.9,1009.6,0.4,2.01,,,7.0,Ci,,760,39.1,27.9,24.5,22.8,22.3,2023-12-08 14:00:00
4023,27.3,,2.6,290.0,51.0,18.4,16.2,999.6,1009.2,0.9,2.4,,,8.0,Ci,,598,36.3,29.7,25.3,23.0,22.4,2023-12-08 15:00:00
4024,26.6,,2.2,320.0,51.0,17.7,15.6,998.8,1008.5,0.1,1.27,,,8.0,Ci,,809,32.3,29.0,26.0,23.3,22.5,2023-12-08 16:00:00
4025,25.6,,3.3,290.0,58.0,19.0,16.7,999.0,1008.7,0.0,0.66,,,9.0,Ci,,865,28.9,27.8,26.2,23.7,22.6,2023-12-08 17:00:00
4026,25.0,,3.4,290.0,59.0,18.6,16.4,998.9,1008.6,0.0,0.54,,,9.0,Ci,,1324,27.6,26.7,26.0,23.9,22.7,2023-12-08 18:00:00
4027,24.2,,1.9,320.0,62.0,18.6,16.4,998.9,1008.6,0.0,0.39,,,,,,1225,24.9,25.9,25.7,24.0,22.8,2023-12-08 19:00:00
4028,23.1,,2.1,270.0,67.0,18.9,16.6,999.2,1009.0,0.0,0.03,,,,,63.0,1060,22.0,24.6,25.3,24.1,22.9,2023-12-08 20:00:00
4029,22.7,,0.9,270.0,66.0,18.2,16.0,999.2,1009.0,,,,,9.0,Ci,,1069,21.4,23.7,24.8,24.0,23.0,2023-12-08 21:00:00
4030,22.2,,0.5,360.0,70.0,18.6,16.4,999.1,1008.9,,,,,,,58.0,1056,20.7,23.1,24.3,23.9,23.1,2023-12-08 22:00:00
4031,21.7,,1.4,290.0,74.0,19.1,16.8,999.1,1008.9,,,,,,,,920,19.9,22.5,23.9,23.8,23.0,2023-12-08 23:00:00
4032,21.3,,1.4,290.0,74.0,18.6,16.4,998.8,1008.7,,,,,9.0,Ci,,963,19.7,22.1,23.5,23.6,23.0,2023-12-09 00:00:00
4033,21.0,,0.5,360.0,74.0,18.3,16.1,998.5,1008.4,,,,,,,,990,18.9,21.7,23.2,23.5,23.0,2023-12-09 01:00:00
4034,20.7,,0.3,0.0,76.0,18.5,16.3,998.2,1008.1,,,,,,,49.0,920,19.2,21.4,22.8,23.3,23.0,2023-12-09 02:00:00
4035,20.5,,0.5,20.0,77.0,18.5,16.3,997.9,1007.8,,,,,9.0,Ci,,865,18.9,21.2,22.6,23.1,22.9,2023-12-09 03:00:00
4036,20.2,,0.7,20.0,78.0,18.4,16.2,997.8,1007.7,,,,,9.0,Ci,,884,18.6,20.9,22.4,22.9,22.8,2023-12-09 04:00:00
4037,20.0,,0.3,0.0,80.0,18.6,16.4,998.0,1007.9,,,,,9.0,Ci,,824,18.3,20.7,22.1,22.8,22.8,2023-12-09 05:00:00
4038,20.0,,0.4,0.0,78.0,18.2,16.0,998.4,1008.3,0.0,0.05,,,9.0,AcCi,35.0,752,19.2,20.5,21.9,22.7,22.7,2023-12-09 06:00:00
4039,20.6,,0.5,360.0,76.0,18.4,16.2,998.4,1008.3,0.0,0.3,,,8.0,AcCi,35.0,786,20.6,20.9,21.8,22.5,22.6,2023-12-09 07:00:00
4040,22.7,,0.7,70.0,65.0,17.8,15.7,998.2,1008.0,0.9,1.05,,,5.0,Ac,35.0,759,26.7,22.0,21.8,22.3,22.5,2023-12-09 08:00:00
4041,24.7,,1.1,230.0,59.0,18.3,16.1,998.1,1007.8,1.0,1.8,,,8.0,Cc,,616,32.5,24.2,22.2,22.2,22.4,2023-12-09 09:00:00
4042,26.1,,0.9,270.0,53.0,17.8,15.7,997.8,1007.5,1.0,2.14,,,8.0,Cc,,554,36.0,26.3,23.0,22.3,22.3,2023-12-09 10:00:00
4043,27.3,,2.4,290.0,45.0,16.3,14.3,997.5,1007.1,1.0,2.84,,,2.0,Ci,,846,41.4,28.8,24.0,22.4,22.3,2023-12-09 11:00:00
4044,28.4,,2.2,250.0,45.0,17.4,15.3,997.1,1006.7,1.0,2.92,,,3.0,Sc,15.0,649,44.3,30.6,25.3,22.7,22.3,2023-12-09 12:00:00
4045,29.4,,1.7,290.0,42.0,17.2,15.1,996.4,1005.9,1.0,3.1,,,3.0,Sc,9.0,689,46.1,32.5,26.5,23.1,22.3,2023-12-09 13:00:00
4046,29.8,,2.0,290.0,36.0,15.1,13.1,995.9,1005.5,1.0,2.63,,,3.0,ScCi,17.0,1382,44.3,33.1,27.6,23.6,22.4,2023-12-09 14:00:00
4047,30.5,,2.8,200.0,34.0,14.8,12.8,995.7,1005.2,1.0,2.87,,,0.0,,,1590,48.3,33.8,28.5,24.2,22.6,2023-12-09 15:00:00
4048,30.5,,2.9,290.0,34.0,14.8,12.8,995.6,1005.1,1.0,2.51,,,2.0,Ci,,1830,45.6,33.9,29.1,24.6,22.8,2023-12-09 16:00:00
4049,29.5,,3.7,320.0,36.0,14.8,12.8,995.4,1004.9,1.0,1.94,,,0.0,,,1786,40.5,33.1,29.5,25.1,23.0,2023-12-09 17:00:00
4050,29.2,,2.7,290.0,35.0,14.1,12.1,995.1,1004.6,1.0,1.27,,,0.0,,,1900,31.0,31.3,29.4,25.5,23.3,2023-12-09 18:00:00
4051,28.1,,2.6,290.0,38.0,14.4,12.4,995.4,1005.0,1.0,0.63,,,,,,2000,27.7,29.1,28.9,25.8,23.5,2023-12-09 19:00:00
4052,25.7,,2.1,290.0,43.0,14.1,12.1,995.9,1005.6,0.7,0.12,,,,,,2000,24.0,27.3,28.1,25.9,23.7,2023-12-09 20:00:00
4053,23.8,,2.0,290.0,48.0,14.1,12.1,996.4,1006.1,,,,,0.0,,,2000,22.0,25.7,27.3,25.8,23.9,2023-12-09 21:00:00
4054,22.9,,1.3,250.0,56.0,15.6,13.6,996.9,1006.6,,,,,,,,1927,20.8,24.5,26.5,25.6,24.0,2023-12-09 22:00:00
4055,22.3,,1.1,320.0,59.0,15.8,13.8,996.7,1006.5,,,,,,,,1892,20.0,23.6,25.7,25.4,24.0,2023-12-09 23:00:00
4056,21.5,,1.0,290.0,63.0,16.1,14.1,996.2,1006.0,,,,,0.0,,,1740,19.2,22.9,25.1,25.1,24.0,2023-12-10 00:00:00
4057,20.9,,0.8,290.0,66.0,16.3,14.3,995.7,1005.5,,,,,,,,1528,18.6,22.3,24.5,24.8,24.0,2023-12-10 01:00:00
4058,20.2,,1.2,290.0,71.0,16.7,14.7,995.5,1005.4,,,,,,,,1414,18.2,21.7,24.0,24.6,23.9,2023-12-10 02:00:00
4059,19.9,,1.4,290.0,69.0,16.0,14.0,995.3,1005.2,,,,,4.0,Ci,,1179,17.9,21.3,23.6,24.3,23.9,2023-12-10 03:00:00
4060,19.7,,1.6,270.0,73.0,16.7,14.7,995.7,1005.5,,,,,7.0,Ci,,848,17.6,21.0,23.2,24.1,23.8,2023-12-10 04:00:00
4061,19.4,,0.8,320.0,77.0,17.3,15.2,995.6,1005.4,,,,,7.0,Ci,,831,17.2,20.7,22.9,23.8,23.7,2023-12-10 05:00:00
4062,19.1,,0.4,0.0,75.0,16.5,14.5,995.4,1005.3,0.0,0.08,,,7.0,Ci,,1039,18.4,20.4,22.5,23.6,23.6,2023-12-10 06:00:00
4063,19.9,,0.6,20.0,72.0,16.6,14.6,995.3,1005.2,0.0,0.32,,,9.0,Ci,,840,20.8,20.9,22.3,23.4,23.5,2023-12-10 07:00:00
4064,21.1,,1.0,20.0,66.0,16.4,14.4,995.5,1005.3,0.0,0.62,,,9.0,Ci,,797,24.0,21.9,22.3,23.1,23.3,2023-12-10 08:00:00
4065,22.4,,0.9,270.0,62.0,16.7,14.7,995.9,1005.7,0.0,0.93,,,9.0,Ci,,761,27.5,23.1,22.6,23.0,23.2,2023-12-10 09:00:00
4066,23.7,,1.6,200.0,56.0,16.3,14.3,995.9,1005.6,0.0,1.34,,,9.0,Ci,,1074,31.1,24.6,23.0,22.9,23.1,2023-12-10 10:00:00
4067,24.6,,1.4,250.0,53.0,16.3,14.3,995.7,1005.3,0.2,1.67,,,8.0,Ci,,1472,35.6,26.1,23.6,23.0,23.0,2023-12-10 11:00:00
4068,25.8,,1.5,180.0,48.0,15.9,13.9,995.1,1004.8,0.7,2.31,,,10.0,Cs,,1487,39.1,28.1,24.4,23.1,22.9,2023-12-10 12:00:00
4069,26.6,,2.9,230.0,46.0,16.0,14.0,994.9,1004.5,0.8,2.31,,,9.0,ScCi,15.0,1482,42.9,29.4,25.4,23.3,22.9,2023-12-10 13:00:00
4070,27.2,,2.9,230.0,44.0,15.8,13.8,994.4,1004.0,1.0,2.59,,,8.0,ScCc,10.0,1377,44.3,30.7,26.3,23.6,23.0,2023-12-10 14:00:00
4071,26.7,,2.6,250.0,42.0,14.7,12.7,994.1,1003.7,0.4,1.89,,,9.0,Ci,,1634,38.7,30.6,27.0,24.0,23.0,2023-12-10 15:00:00
4072,26.1,,3.0,250.0,46.0,15.5,13.5,993.8,1003.4,0.0,1.55,,,9.0,Ci,,1728,36.9,30.1,27.4,24.4,23.1,2023-12-10 16:00:00
4073,25.1,,2.4,250.0,51.0,16.2,14.2,993.7,1003.4,0.0,1.15,,,10.0,As,30.0,1714,32.1,29.2,27.5,24.7,23.3,2023-12-10 17:00:00
4074,24.1,,2.9,250.0,57.0,17.0,15.0,993.6,1003.3,0.0,0.56,,,10.0,As,30.0,1301,28.3,27.9,27.3,24.9,23.4,2023-12-10 18:00:00
4075,23.3,,2.6,270.0,59.0,16.8,14.8,993.9,1003.6,0.0,0.28,,,,,,1214,25.2,26.7,26.9,25.0,23.6,2023-12-10 19:00:00
4076,22.4,,2.2,250.0,62.0,16.7,14.7,994.3,1004.1,0.0,0.05,,,,,,1041,22.7,25.5,26.4,25.0,23.7,2023-12-10 20:00:00
4077,21.6,,2.4,250.0,66.0,16.9,14.9,994.5,1004.3,,,,,9.0,AcCi,46.0,962,21.6,24.4,25.8,25.0,23.7,2023-12-10 21:00:00
4078,20.8,,2.1,290.0,71.0,17.4,15.3,994.9,1004.7,,,,,,,51.0,800,20.4,23.6,25.2,24.8,23.8,2023-12-10 22:00:00
4079,20.1,,1.9,290.0,73.0,17.2,15.1,994.9,1004.8,,,,,,,37.0,771,19.8,23.0,24.7,24.6,23.8,2023-12-10 23:00:00
4080,19.7,,2.0,270.0,71.0,16.2,14.2,994.5,1004.3,,,,,7.0,Ac,35.0,1330,19.2,22.4,24.2,24.5,23.8,2023-12-11 00:00:00
4081,19.6,,1.4,270.0,73.0,16.6,14.6,994.1,1003.9,,,,,,,,958,19.9,22.1,23.9,24.2,23.7,2023-12-11 01:00:00
4082,19.6,,0.8,270.0,78.0,17.7,15.6,993.8,1003.6,,,,,,,4.0,662,19.1,21.9,23.5,24.0,23.7,2023-12-11 02:00:00
4083,19.4,,0.8,320.0,79.0,17.7,15.6,993.8,1003.6,,,,,8.0,Sc,8.0,563,19.1,21.6,23.2,23.9,23.6,2023-12-11 03:00:00
4084,19.1,,1.5,290.0,82.0,18.1,15.9,993.7,1003.5,,,,,9.0,Sc,13.0,471,18.2,21.1,23.0,23.7,23.6,2023-12-11 04:00:00
4085,19.1,,2.0,290.0,83.0,18.3,16.1,993.8,1003.6,,,,,8.0,Sc,10.0,457,18.4,21.0,22.7,23.5,23.5,2023-12-11 05:00:00
4086,19.4,,1.6,290.0,83.0,18.6,16.4,994.3,1004.1,0.0,0.03,,,9.0,Sc,7.0,448,19.9,21.1,22.5,23.3,23.3,2023-12-11 06:00:00
4087,20.0,,1.7,290.0,77.0,17.9,15.8,994.1,1004.0,0.3,0.29,,,7.0,Sc,7.0,595,21.5,21.4,22.4,23.1,23.2,2023-12-11 07:00:00
4088,20.6,,1.2,320.0,77.0,18.6,16.4,994.3,1004.2,0.1,0.53,,,9.0,Sc,8.0,566,23.8,22.1,22.4,23.0,23.2,2023-12-11 08:00:00
4089,21.1,,2.0,270.0,73.0,18.2,16.0,994.6,1004.4,0.0,0.43,,,9.0,Sc,4.0,623,25.0,22.6,22.6,22.9,23.1,2023-12-11 09:00:00
4090,22.2,,3.1,320.0,70.0,18.6,16.4,994.7,1004.5,0.5,1.44,,,8.0,Sc,9.0,740,31.0,24.1,22.8,22.9,23.0,2023-12-11 10:00:00
4091,23.7,,2.4,290.0,56.0,16.3,14.3,994.5,1004.2,0.9,2.33,,,4.0,Sc,8.0,1070,42.0,26.3,23.4,22.8,22.9,2023-12-11 11:00:00
4092,25.2,,3.3,290.0,53.0,16.9,14.9,994.2,1003.9,1.0,3.38,,,3.0,ScCi,10.0,976,47.7,29.9,24.5,23.0,22.9,2023-12-11 12:00:00
4093,26.2,,3.2,320.0,51.0,17.3,15.2,993.6,1003.2,1.0,3.36,,,3.0,Ci,,1078,50.3,32.1,26.0,23.3,22.8,2023-12-11 13:00:00
4094,27.5,,2.7,270.0,47.0,17.2,15.1,992.8,1002.4,1.0,3.24,,,2.0,Ci,,990,51.2,33.6,27.4,23.7,22.9,2023-12-11 14:00:00
4095,27.9,,3.6,320.0,45.0,16.8,14.8,992.3,1001.9,1.0,3.04,,,2.0,Ci,,1558,50.0,34.4,28.5,24.2,23.0,2023-12-11 15:00:00
4096,28.2,,3.9,290.0,48.0,18.3,16.1,992.3,1001.8,1.0,2.55,,,0.0,,,1103,46.4,34.1,29.2,24.8,23.1,2023-12-11 16:00:00
4097,28.0,,3.2,290.0,50.0,18.9,16.6,992.3,1001.8,1.0,1.93,,,1.0,Ci,,1137,41.8,33.1,29.5,25.3,23.4,2023-12-11 17:00:00
4098,27.0,,3.1,250.0,55.0,19.5,17.1,992.6,1002.2,1.0,1.26,,,1.0,Ci,,1246,31.6,31.4,29.5,25.7,23.6,2023-12-11 18:00:00
4099,25.6,,2.7,290.0,61.0,20.0,17.5,993.3,1003.0,1.0,0.6,,,,,,1236,27.8,29.3,29.0,25.9,23.8,2023-12-11 19:00:00
4100,23.3,,3.6,290.0,68.0,19.4,17.0,993.7,1003.4,0.4,0.11,,,,,,895,23.7,27.5,28.3,26.1,24.0,2023-12-11 20:00:00
4101,21.6,,3.3,270.0,74.0,19.0,16.7,994.5,1004.3,,,,,1.0,Ci,,758,21.6,26.0,27.6,26.0,24.2,2023-12-11 21:00:00
4102,20.6,,3.0,270.0,78.0,18.9,16.6,995.1,1005.0,,,,,,,,684,20.4,24.8,26.8,25.9,24.3,2023-12-11 22:00:00
4103,20.1,,3.6,270.0,82.0,19.2,16.9,995.6,1005.5,,,,,,,4.0,494,20.8,24.1,26.1,25.7,24.3,2023-12-11 23:00:00
4104,20.0,,2.6,270.0,83.0,19.4,17.0,995.8,1005.7,,,,,10.0,St,3.0,547,21.6,23.8,25.5,25.4,24.3,2023-12-12 00:00:00
4105,20.1,,1.2,270.0,82.0,19.2,16.9,995.8,1005.7,,,,,,,3.0,582,21.7,23.7,25.1,25.2,24.3,2023-12-12 01:00:00
4106,20.2,,0.9,290.0,82.0,19.4,17.0,995.7,1005.6,,,,,,,3.0,575,21.3,23.5,24.8,24.9,24.3,2023-12-12 02:00:00
4107,20.0,,1.7,270.0,83.0,19.4,17.0,995.7,1005.6,,,,,7.0,Sc,5.0,607,19.8,23.1,24.5,24.8,24.2,2023-12-12 03:00:00
4108,19.6,,1.2,290.0,87.0,19.7,17.3,995.8,1005.6,,,,,8.0,Sc,5.0,465,19.2,22.5,24.2,24.6,24.1,2023-12-12 04:00:00
4109,19.4,,2.1,270.0,82.0,18.4,16.2,996.1,1005.9,,,,,8.0,Sc,6.0,677,19.5,22.2,23.9,24.4,24.1,2023-12-12 05:00:00
4110,19.5,,1.6,290.0,80.0,18.1,15.9,996.5,1006.3,0.0,0.04,,,9.0,Sc,8.0,709,20.5,22.1,23.6,24.2,24.0,2023-12-12 06:00:00
4111,19.9,,1.7,290.0,74.0,17.2,15.1,996.9,1006.8,0.0,0.21,,,8.0,Sc,4.0,683,22.0,22.3,23.4,24.0,23.9,2023-12-12 07:00:00
4112,21.4,,1.9,180.0,65.0,16.5,14.5,997.2,1007.0,0.9,1.15,,,6.0,Sc,6.0,821,27.1,23.1,23.3,23.8,23.7,2023-12-12 08:00:00
4113,22.7,,2.0,340.0,59.0,16.2,14.2,997.3,1007.1,1.0,1.77,,,4.0,Sc,7.0,940,35.1,24.6,23.5,23.7,23.6,2023-12-12 09:00:00
4114,23.9,,2.1,290.0,57.0,16.8,14.8,997.4,1007.1,1.0,2.54,,,1.0,Sc,7.0,977,41.5,27.1,24.2,23.6,23.5,2023-12-12 10:00:00
4115,25.5,,1.8,270.0,57.0,18.5,16.3,997.1,1006.8,1.0,3.01,,,1.0,Sc,10.0,943,47.4,29.8,25.2,23.7,23.5,2023-12-12 11:00:00
4116,26.4,,1.4,320.0,46.0,15.8,13.8,997.0,1006.7,1.0,3.26,,,1.0,Sc,11.0,1103,51.5,31.9,26.4,23.9,23.5,2023-12-12 12:00:00
4117,27.3,,3.4,290.0,33.0,11.9,9.6,996.5,1006.1,1.0,3.42,,,1.0,Sc,10.0,1921,53.0,33.7,27.7,24.3,23.5,2023-12-12 13:00:00
4118,28.0,,2.6,290.0,39.0,14.7,12.7,996.5,1006.1,1.0,3.14,,,1.0,Sc,16.0,1833,50.6,34.6,28.8,24.8,23.6,2023-12-12 14:00:00
4119,28.3,,3.2,290.0,40.0,15.4,13.4,996.5,1006.1,1.0,2.96,,,0.0,,,1619,51.5,34.8,29.6,25.3,23.7,2023-12-12 15:00:00
4120,28.5,,3.1,270.0,42.0,16.3,14.3,996.3,1005.9,1.0,2.62,,,1.0,Sc,19.0,1622,48.9,34.7,30.1,25.8,23.9,2023-12-12 16:00:00
4121,28.4,,3.3,290.0,43.0,16.6,14.6,996.2,1005.8,1.0,2.04,,,1.0,Sc,19.0,1715,43.4,34.1,30.4,26.2,24.1,2023-12-12 17:00:00
4122,27.8,,3.0,290.0,43.0,16.0,14.0,996.3,1005.9,1.0,1.35,,,1.0,Ci,,1933,31.6,32.3,30.4,26.5,24.3,2023-12-12 18:00:00
4123,26.9,,2.4,290.0,42.0,14.8,12.8,996.8,1006.4,1.0,0.62,,,,,,2000,28.0,30.1,29.9,26.8,24.5,2023-12-12 19:00:00
4124,25.1,,2.3,290.0,55.0,17.5,15.4,997.3,1007.0,0.7,0.08,,,,,,1779,24.2,28.3,29.2,26.9,24.7,2023-12-12 20:00:00
4125,23.8,,1.5,290.0,63.0,18.5,16.3,997.9,1007.6,,,,,0.0,,,1455,22.2,26.8,28.4,26.8,24.8,2023-12-12 21:00:00
4126,22.8,,2.1,290.0,67.0,18.5,16.3,998.5,1008.3,,,,,,,,1042,21.1,25.7,27.6,26.6,24.9,2023-12-12 22:00:00
4127,21.9,,2.6,290.0,59.0,15.5,13.5,998.9,1008.7,,,,,,,,1188,20.0,24.8,26.9,26.4,25.0,2023-12-12 23:00:00
4128,20.7,,1.9,290.0,67.0,16.3,14.3,999.2,1009.1,,,,,2.0,Ci,,885,19.0,24.0,26.2,26.2,25.0,2023-12-13 00:00:00
4129,20.2,,1.4,320.0,75.0,17.7,15.6,999.3,1009.2,,,,,,,,525,18.4,23.3,25.7,25.9,25.0,2023-12-13 01:00:00
4130,19.8,,1.5,250.0,80.0,18.4,16.2,999.3,1009.2,,,,,,,,370,18.2,22.8,25.2,25.7,24.9,2023-12-13 02:00:00
4131,19.3,,1.6,270.0,85.0,19.0,16.7,999.4,1009.3,,,,,0.0,,,345,17.5,22.3,24.7,25.4,24.8,2023-12-13 03:00:00
4132,19.1,,1.4,270.0,86.0,18.9,16.6,999.7,1009.6,,,,,0.0,,,322,17.0,21.8,24.3,25.1,24.7,2023-12-13 04:00:00
4133,18.6,,1.0,20.0,85.0,18.2,16.0,1000.0,1009.9,,,,,0.0,,,384,16.4,21.3,23.9,24.9,24.6,2023-12-13 05:00:00
4134,18.2,,0.6,20.0,83.0,17.3,15.2,1000.0,1010.0,0.0,0.06,,,2.0,Ci,,448,16.7,20.9,23.6,24.6,24.5,2023-12-13 06:00:00
4135,18.8,,1.1,20.0,66.0,14.3,12.3,1000.1,1010.0,0.6,0.46,,,3.0,Ci,,814,18.3,20.9,23.2,24.4,24.4,2023-12-13 07:00:00
4136,21.9,,1.2,50.0,58.0,15.2,13.2,1000.1,1009.9,1.0,1.29,,,2.0,Ci,,771,24.7,22.2,23.0,24.1,24.2,2023-12-13 08:00:00
4137,24.2,,1.2,50.0,47.0,14.1,12.1,999.9,1009.6,1.0,1.94,,,2.0,Ci,,822,33.2,24.3,23.3,23.9,24.0,2023-12-13 09:00:00
4138,26.3,,0.9,90.0,34.0,11.6,9.1,999.6,1009.3,1.0,2.57,,,2.0,Ci,,1792,41.0,27.1,24.0,23.8,23.9,2023-12-13 10:00:00
4139,28.1,,1.3,70.0,35.0,13.2,11.1,999.3,1008.9,1.0,3.02,,,3.0,Ci,,1608,46.8,30.0,25.2,23.9,23.8,2023-12-13 11:00:00
4140,29.8,,1.3,250.0,28.0,11.7,9.3,998.7,1008.3,1.0,3.21,,,7.0,Ci,,1777,51.0,32.4,26.5,24.1,23.8,2023-12-13 12:00:00
4141,30.6,,1.2,140.0,26.0,11.4,8.9,997.8,1007.3,1.0,3.17,,,8.0,Ci,,1792,53.6,34.0,27.8,24.5,23.8,2023-12-13 13:00:00
4142,31.6,,2.3,200.0,25.0,11.6,9.1,996.9,1006.4,1.0,3.21,,,8.0,Ci,,1780,53.9,35.2,29.0,25.0,23.9,2023-12-13 14:00:00
4143,31.9,,1.8,290.0,23.0,10.8,8.1,996.6,1006.1,1.0,2.57,,,8.0,Ci,,1977,49.1,35.3,29.8,25.5,24.0,2023-12-13 15:00:00
4144,30.8,,3.8,270.0,31.0,13.7,11.7,996.5,1006.0,1.0,2.17,,,7.0,Ci,,1246,46.6,34.6,30.3,26.0,24.2,2023-12-13 16:00:00
4145,30.4,,2.9,290.0,28.0,12.1,9.8,996.3,1005.8,1.0,1.9,,,7.0,Ci,,1834,43.6,33.8,30.4,26.4,24.4,2023-12-13 17:00:00
4146,29.3,,3.4,290.0,27.0,10.9,8.3,996.6,1006.1,1.0,1.24,,,7.0,Ci,,1977,33.6,32.2,30.4,26.7,24.6,2023-12-13 18:00:00
4147,27.1,,3.5,290.0,32.0,11.4,8.9,997.0,1006.6,0.8,0.52,,,,,,2000,28.6,30.1,29.9,26.9,24.8,2023-12-13 19:00:00
4148,25.4,,2.5,320.0,31.0,10.0,7.0,997.5,1007.2,0.0,0.07,,,,,,2000,24.7,28.4,29.2,27.0,25.0,2023-12-13 20:00:00
4149,24.2,,1.5,320.0,32.0,9.6,6.4,997.8,1007.5,,,,,6.0,Ci,,2000,22.5,26.9,28.4,27.0,25.1,2023-12-13 21:00:00
4150,23.3,,1.1,340.0,32.0,9.1,5.6,998.1,1007.8,,,,,,,,2000,21.4,25.7,27.7,26.8,25.2,2023-12-13 22:00:00
4151,22.9,,1.1,290.0,34.0,9.4,6.1,997.8,1007.6,,,,,,,,1810,21.1,24.8,26.9,26.6,25.2,2023-12-13 23:00:00
4152,22.7,,1.5,250.0,36.0,9.9,6.8,997.6,1007.4,,,,,9.0,Ci,,2000,20.8,24.3,26.3,26.3,25.2,2023-12-14 00:00:00
4153,22.5,,1.1,290.0,39.0,10.6,7.8,997.3,1007.1,,,,,,,73.0,2000,20.8,23.9,25.9,26.0,25.2,2023-12-14 01:00:00
4154,22.3,,1.8,270.0,37.0,9.9,6.8,996.9,1006.7,,,,,,,70.0,2000,20.7,23.6,25.5,25.8,25.1,2023-12-14 02:00:00
4155,22.0,,0.2,0.0,42.0,11.0,8.4,996.2,1006.0,,,,,9.0,Ci,,1891,20.5,23.3,25.1,25.6,25.0,2023-12-14 03:00:00
4156,21.6,,0.4,0.0,47.0,12.0,9.7,995.5,1005.3,,,,,9.0,Ci,,1985,20.2,23.0,24.8,25.3,24.9,2023-12-14 04:00:00
4157,21.1,,0.3,0.0,48.0,11.9,9.6,995.4,1005.2,,,,,9.0,AcCi,35.0,2000,19.7,22.7,24.5,25.2,24.8,2023-12-14 05:00:00
4158,21.0,,0.6,110.0,48.0,11.9,9.5,995.4,1005.2,0.0,0.01,,,9.0,Ci,,2000,20.2,22.4,24.3,24.9,24.7,2023-12-14 06:00:00
4159,21.3,,0.5,90.0,44.0,11.1,8.5,995.0,1004.8,0.0,0.2,,,9.0,AcCi,35.0,1911,22.3,22.6,24.1,24.8,24.7,2023-12-14 07:00:00
4160,22.6,,0.7,110.0,42.0,11.5,9.0,995.3,1005.0,0.0,0.62,,,9.0,Ci,,1887,26.6,23.4,24.0,24.6,24.5,2023-12-14 08:00:00
4161,24.3,,1.1,200.0,37.0,11.2,8.6,995.4,1005.1,0.7,1.31,,,9.0,Ci,,1939,30.4,24.8,24.1,24.4,24.4,2023-12-14 09:00:00
4162,25.8,,1.5,200.0,35.0,11.6,9.1,995.0,1004.7,0.8,1.66,,,9.0,Ci,,1900,37.3,26.2,24.6,24.3,24.3,2023-12-14 10:00:00
4163,27.5,,1.9,230.0,31.0,11.3,8.8,994.2,1003.8,1.0,2.7,,,9.0,Ci,,1841,45.5,28.7,25.2,24.3,24.2,2023-12-14 11:00:00
4164,28.4,,2.7,250.0,31.0,11.9,9.6,994.0,1003.5,1.0,2.93,,,9.0,Ci,,1849,45.6,31.1,26.2,24.5,24.2,2023-12-14 12:00:00
4165,27.9,,3.9,270.0,41.0,15.4,13.4,993.7,1003.3,0.6,2.08,,,9.0,Ci,,1649,44.8,31.2,27.2,24.8,24.1,2023-12-14 13:00:00
4166,28.0,,3.6,290.0,46.0,17.3,15.2,993.5,1003.1,1.0,2.88,,,9.0,Ci,,1401,45.5,32.8,27.9,25.1,24.2,2023-12-14 14:00:00
4167,28.4,,3.1,270.0,43.0,16.6,14.6,993.3,1002.8,1.0,2.65,,,9.0,Ci,,1337,48.2,33.3,28.6,25.4,24.3,2023-12-14 15:00:00
4168,28.3,,3.1,230.0,48.0,18.4,16.2,993.0,1002.5,1.0,2.41,,,6.0,Ci,,1232,46.2,33.6,29.2,25.8,24.4,2023-12-14 16:00:00
4169,28.1,,3.2,290.0,49.0,18.5,16.3,993.1,1002.6,1.0,1.62,,,7.0,Ci,,1117,40.8,32.8,29.6,26.1,24.5,2023-12-14 17:00:00
4170,26.3,,3.2,290.0,55.0,18.8,16.5,993.2,1002.8,0.4,0.64,,,8.0,Ci,,1119,32.1,31.0,29.6,26.4,24.7,2023-12-14 18:00:00
4171,25.7,,2.8,270.0,59.0,19.4,17.0,993.7,1003.4,0.0,0.38,,,,,,1083,28.8,29.6,29.2,26.6,24.8,2023-12-14 19:00:00
4172,24.6,,2.1,270.0,65.0,20.0,17.5,994.3,1003.9,0.0,0.1,,,,,,1018,25.3,28.2,28.7,26.7,25.0,2023-12-14 20:00:00
4173,23.8,,2.2,250.0,68.0,20.0,17.5,994.9,1004.6,,,,,5.0,Ci,,694,23.6,27.0,28.1,26.6,25.1,2023-12-14 21:00:00
